Name,Beer_ID,ABV,IBU,Brew_ID,Style,Ounces,Name,City,State,ISBLANK,,,,,,,,,,
Clear Creek Ice,2280,0.062,,135,American Pale Lager,12,Minhas Craft Brewery,Monroe, WI,BLANK,,,,,,,,,,
Mountain Crest,2279,0.055,,135,American Pale Lager,16,Minhas Craft Brewery,Monroe, WI,BLANK,,,,,,,,,,
Mountain Crest,2278,0.055,,135,American Pale Lager,12,Minhas Craft Brewery,Monroe, WI,BLANK,,,,,,,,,,
Mountain Creek (2013),2277,0.055,,135,American Pale Lager,12,Minhas Craft Brewery,Monroe, WI,BLANK,,,,,,,,,,
Boxer,2276,0.05,,135,American Adjunct Lager,24,Minhas Craft Brewery,Monroe, WI,BLANK,,,,,,,,,,
Boxer Light,2275,0.042,,135,Light Lager,12,Minhas Craft Brewery,Monroe, WI,BLANK,,,,,,,,,,
Boxer Ice,2274,0.055,,135,American Adjunct Lager,12,Minhas Craft Brewery,Monroe, WI,BLANK,,,,,,,,,,
Boxer,2273,0.05,,135,American Adjunct Lager,12,Minhas Craft Brewery,Monroe, WI,BLANK,,,,,,,,,,
El Conquistador Extra Pale Ale,1460,0.048,44,99,American Pale Ale (APA),32,Mission Brewery,San Diego, CA,DATA,,,,,,,,,,
Mission IPA,2441,0.068,66,99,American IPA,32,Mission Brewery,San Diego, CA,DATA,,,,,,,,,,
Shipwrecked Double IPA,1459,0.092,75,99,American Double / Imperial IPA,32,Mission Brewery,San Diego, CA,DATA,,,,,,,,,,
Cortez Gold,2442,0.05,,99,Belgian Pale Ale,32,Mission Brewery,San Diego, CA,BLANK,,,,,,,,,,
Squeaky Bike Nut Brown Ale,1476,0.04,,400,American Brown Ale,16,Moab Brewery,Moab, UT,BLANK,,,,,,,,,,
Dead Horse Amber,902,0.04,,400,American Pale Wheat Ale,16,Moab Brewery,Moab, UT,BLANK,,,,,,,,,,
Rocket Bike American Lager,645,0.04,,400,California Common / Steam Beer,16,Moab Brewery,Moab, UT,BLANK,,,,,,,,,,
Johnny's American IPA,644,0.04,,400,American IPA,16,Moab Brewery,Moab, UT,BLANK,,,,,,,,,,
Boneshaker Brown Ale,337,0.055,,548,English Brown Ale,24,Moat Mountain Smoke House & Brew...,North Conway, NH,BLANK,,,,,,,,,,
Iron Mike Pale Ale,336,0.056,,548,American Pale Ale (APA),24,Moat Mountain Smoke House & Brew...,North Conway, NH,BLANK,,,,,,,,,,
Monkadelic,2236,0.042,,190,American Pale Ale (APA),12,Modern Monks Brewery,Lincoln, NE,BLANK,,,,,,,,,,
Lomaland,1495,0.055,30,210,Saison / Farmhouse Ale,16,Modern Times Beer,San Diego, CA,DATA,,,,,,,,,,
Black House,1493,0.058,40,210,American Stout,16,Modern Times Beer,San Diego, CA,DATA,,,,,,,,,,
Fortunate Islands,1494,0.047,46,210,American Pale Wheat Ale,16,Modern Times Beer,San Diego, CA,DATA,,,,,,,,,,
Oneida,2156,0.052,50,210,American Pale Ale (APA),16,Modern Times Beer,San Diego, CA,DATA,,,,,,,,,,
Booming Rollers,2157,0.068,75,210,American IPA,16,Modern Times Beer,San Diego, CA,DATA,,,,,,,,,,
Aurora ,2154,0.067,75,210,American Amber / Red Ale,16,Modern Times Beer,San Diego, CA,DATA,,,,,,,,,,
City of the Sun,2159,0.075,85,210,American IPA,16,Modern Times Beer,San Diego, CA,DATA,,,,,,,,,,
Blazing World,1492,0.065,115,210,American Amber / Red Ale,16,Modern Times Beer,San Diego, CA,DATA,,,,,,,,,,
Wapiti Amber Ale,327,0.05,,550,American Amber / Red Ale,12,Mogollon Brewing Company,Flagstaff, AZ,BLANK,,,,,,,,,,
Sweet Georgia Brown,719,0.054,,515,American Brown Ale,16,Monkey Paw Pub & Brewery,San Diego, CA,BLANK,,,,,,,,,,
Rich Man's IIPA,718,0.087,,515,American Double / Imperial IPA,16,Monkey Paw Pub & Brewery,San Diego, CA,BLANK,,,,,,,,,,
Monkey Paw Oatmeal Pale Ale,717,0.058,,515,American Pale Ale (APA),16,Monkey Paw Pub & Brewery,San Diego, CA,BLANK,,,,,,,,,,
Montauk Summer Ale,1907,0.056,28,277,American Blonde Ale,12,Montauk Brewing Company,Montauk, NY,DATA,,,,,,,,,,
Driftwood Ale,1906,0.06,49,277,Extra Special / Strong Bitter (ESB),12,Montauk Brewing Company,Montauk, NY,DATA,,,,,,,,,,
Honey Wheat,1052,0.047,14,327,American Pale Wheat Ale,12,Morgan Street Brewery,Saint Louis, MO,DATA,,,,,,,,,,
When Helles Freezes Over,1756,0.056,18,327,Munich Helles Lager,12,Morgan Street Brewery,Saint Louis, MO,DATA,,,,,,,,,,
Morgan Street Oktoberfest,1617,0.049,24,327,Märzen / Oktoberfest,12,Morgan Street Brewery,Saint Louis, MO,DATA,,,,,,,,,,
Black Bear Dark Lager,1051,0.046,24,327,Schwarzbier,12,Morgan Street Brewery,Saint Louis, MO,DATA,,,,,,,,,,
Golden Pilsner,1046,0.05,35,327,German Pilsener,12,Morgan Street Brewery,Saint Louis, MO,DATA,,,,,,,,,,
Cali Creamin',2413,0.052,21,112,Cream Ale,12,Mother Earth Brew Company,Vista, CA,DATA,,,,,,,,,,
Second Wind Pale Ale,419,0.05,,541,American Pale Ale (APA),12,Mother Earth Brewing Company,Kinston, NC,BLANK,,,,,,,,,,
Sunny Haze,408,0.05,,541,Hefeweizen,12,Mother Earth Brewing Company,Kinston, NC,BLANK,,,,,,,,,,
Towhead,2237,0.052,21,189,American Blonde Ale,12,Mother's Brewing,Springfield, MO,DATA,,,,,,,,,,
Lil' Helper,2208,0.07,70,189,American IPA,12,Mother's Brewing,Springfield, MO,DATA,,,,,,,,,,
Train Wreck,1952,0.082,,261,American Amber / Red Ale,16,Mountain Town Brewing Company ,Mount Pleasant, MI,BLANK,,,,,,,,,,
Full Moon Belgian White Ale,768,0.085,,508,Witbier,12,Mudshark Brewing Company,Lake Havasu City, AZ,BLANK,,,,,,,,,,
Desert Magic IPA,625,0.072,,508,American IPA,12,Mudshark Brewing Company,Lake Havasu City, AZ,BLANK,,,,,,,,,,
Up River Light,326,0.042,,508,Light Lager,12,Mudshark Brewing Company,Lake Havasu City, AZ,BLANK,,,,,,,,,,
Full Moon Belgian White Ale (2007),132,0.085,,508,Witbier,12,Mudshark Brewing Company,Lake Havasu City, AZ,BLANK,,,,,,,,,,
Dry Heat Hefeweizen (2006),131,0.055,,508,Hefeweizen,12,Mudshark Brewing Company,Lake Havasu City, AZ,BLANK,,,,,,,,,,
Mustang Golden Ale,421,0.053,10,367,American Blonde Ale,12,Mustang Brewing Company,Mustang, OK,DATA,,,,,,,,,,
Washita Wheat,420,0.053,14,367,American Pale Wheat Ale,12,Mustang Brewing Company,Mustang, OK,DATA,,,,,,,,,,
Mustang Sixty-Six,1598,0.05,,367,American Amber / Red Lager,12,Mustang Brewing Company,Mustang, OK,BLANK,,,,,,,,,,
Mustang '33,862,0.04,,367,American Pale Lager,12,Mustang Brewing Company,Mustang, OK,BLANK,,,,,,,,,,
Session '33 (2011),699,0.04,,367,American Pale Lager,12,Mustang Brewing Company,Mustang, OK,BLANK,,,,,,,,,,
Gansett Light,2345,0.037,10,144,Light Lager,16,Narragansett Brewing Company,Providence, RI,DATA,,,,,,,,,,
Narragansett Fest Lager,314,0.055,15,144,Märzen / Oktoberfest,16,Narragansett Brewing Company,Providence, RI,DATA,,,,,,,,,,
Narragansett Cream Ale,580,0.05,22,144,Cream Ale,16,Narragansett Brewing Company,Providence, RI,DATA,,,,,,,,,,
Narragansett Porter,316,0.07,22,144,American Porter,16,Narragansett Brewing Company,Providence, RI,DATA,,,,,,,,,,
Narragansett Summer Ale,1093,0.042,24,144,American Pale Wheat Ale,12,Narragansett Brewing Company,Providence, RI,DATA,,,,,,,,,,
Narragansett Summer Ale,403,0.042,24,144,American Pale Wheat Ale,16,Narragansett Brewing Company,Providence, RI,DATA,,,,,,,,,,
Bohemian Pils,2224,0.052,30,144,American Pilsner,16,Narragansett Brewing Company,Providence, RI,DATA,,,,,,,,,,
Autocrat Coffee Milk Stout,1775,0.053,30,144,Milk / Sweet Stout,16,Narragansett Brewing Company,Providence, RI,DATA,,,,,,,,,,
Narragansett Bock,315,0.065,32,144,Bock,16,Narragansett Brewing Company,Providence, RI,DATA,,,,,,,,,,
Narragansett Bohemian Pilsner,1291,0.086,35,144,German Pilsener,16,Narragansett Brewing Company,Providence, RI,DATA,,,,,,,,,,
Old Grogham Imperial India Pale Ale,1265,0.085,86,388,American Double / Imperial IPA,16,Natian Brewery,Portland, OR,DATA,,,,,,,,,,
Old Grogham Imperial India Pale Ale (2012),747,0.085,86,388,American Double / Imperial IPA,16,Natian Brewery,Portland, OR,DATA,,,,,,,,,,
Undun Blonde Ale,1537,0.053,,388,American Blonde Ale,16,Natian Brewery,Portland, OR,BLANK,,,,,,,,,,
CuDa Cascadian Dark Ale,1536,0.074,,388,American Black Ale,16,Natian Brewery,Portland, OR,BLANK,,,,,,,,,,
CuDa Cascadian Dark Ale (2012),746,0.074,,388,American Black Ale,16,Natian Brewery,Portland, OR,BLANK,,,,,,,,,,
Undun Blonde Ale (2012),654,0.053,,388,American Blonde Ale,16,Natian Brewery,Portland, OR,BLANK,,,,,,,,,,
EOS Hefeweizen,1147,0.048,10,338,Hefeweizen,12,Nebraska Brewing Company,Papillion, NE,DATA,,,,,,,,,,
Wick For Brains,1705,0.061,11,338,Pumpkin Ale,12,Nebraska Brewing Company,Papillion, NE,DATA,,,,,,,,,,
Brunette Nut Brown Ale,1146,0.048,15,338,English Brown Ale,12,Nebraska Brewing Company,Papillion, NE,DATA,,,,,,,,,,
Cardinal Pale Ale,1145,0.057,29,338,American Pale Ale (APA),12,Nebraska Brewing Company,Papillion, NE,DATA,,,,,,,,,,
Nebraska India Pale Ale,1148,0.065,65,338,American IPA,12,Nebraska Brewing Company,Papillion, NE,DATA,,,,,,,,,,
County Line IPA,1758,0.066,,326,American IPA,12,Neshaminy Creek Brewing Company,Croydon, PA,BLANK,,,,,,,,,,
Trauger Pilsner,1757,0.048,,326,German Pilsener,12,Neshaminy Creek Brewing Company,Croydon, PA,BLANK,,,,,,,,,,
Fat Tire Amber Ale,1586,0.052,18,83,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO,DATA,,,,,,,,,,
Fat Tire Amber Ale (2011),748,0.052,18,83,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO,DATA,,,,,,,,,,
Fat Tire Amber Ale,563,0.052,18,83,American Amber / Red Ale,16,New Belgium Brewing Company,Fort Collins, CO,DATA,,,,,,,,,,
Fat Tire Amber Ale (2008),71,0.052,18,83,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO,DATA,,,,,,,,,,
1554 Black Lager,1978,0.056,21,83,Euro Dark Lager,12,New Belgium Brewing Company,Fort Collins, CO,DATA,,,,,,,,,,
Shift,1987,0.05,29,83,American Pale Lager,12,New Belgium Brewing Company,Fort Collins, CO,DATA,,,,,,,,,,
Shift (1),952,0.05,29,83,American Pale Lager,12,New Belgium Brewing Company,Fort Collins, CO,DATA,,,,,,,,,,
Shift,578,0.05,29,83,American Pale Lager,16,New Belgium Brewing Company,Fort Collins, CO,DATA,,,,,,,,,,
Slow Ride,2475,0.045,40,83,American IPA,12,New Belgium Brewing Company,Fort Collins, CO,DATA,,,,,,,,,,
Ranger IPA,2230,0.065,70,83,American IPA,12,New Belgium Brewing Company,Fort Collins, CO,DATA,,,,,,,,,,
Ranger IPA,564,0.065,70,83,American IPA,16,New Belgium Brewing Company,Fort Collins, CO,DATA,,,,,,,,,,
Ranger IPA (Current),115,0.065,70,83,American IPA,12,New Belgium Brewing Company,Fort Collins, CO,DATA,,,,,,,,,,
Blue Paddle,1975,0.048,,83,Czech Pilsener,12,New Belgium Brewing Company,Fort Collins, CO,BLANK,,,,,,,,,,
California Route,1737,0.055,,83,American Amber / Red Lager,12,New Belgium Brewing Company,Fort Collins, CO,BLANK,,,,,,,,,,
Snapshot,1707,0.052,,83,American Pale Wheat Ale,16,New Belgium Brewing Company,Fort Collins, CO,BLANK,,,,,,,,,,
Sunshine Wheat Beer,1690,0.048,,83,American Pale Wheat Ale,12,New Belgium Brewing Company,Fort Collins, CO,BLANK,,,,,,,,,,
Sunshine Wheat Beer (2009),72,0.048,,83,American Pale Wheat Ale,12,New Belgium Brewing Company,Fort Collins, CO,BLANK,,,,,,,,,,
Weiss Trash Culture,1417,0.034,6,411,Berliner Weissbier,12,New England Brewing Company,Woodbridge, CT,DATA,,,,,,,,,,
Gandhi-Bot Double IPA (12 oz.),320,0.088,85,411,American Double / Imperial IPA,12,New England Brewing Company,Woodbridge, CT,DATA,,,,,,,,,,
Gandhi-Bot Double IPA (16 oz.) (2010),42,0.088,85,411,American Double / Imperial IPA,16,New England Brewing Company,Woodbridge, CT,DATA,,,,,,,,,,
Sea Hag IPA,885,0.062,,411,American IPA,12,New England Brewing Company,Woodbridge, CT,BLANK,,,,,,,,,,
Elm City Pilsner,884,0.05,,411,American Pilsner,12,New England Brewing Company,Woodbridge, CT,BLANK,,,,,,,,,,
Atlantic Amber Ale (2004),757,0.05,,411,American Amber / Red Ale,12,New England Brewing Company,Woodbridge, CT,BLANK,,,,,,,,,,
668 Neighbor of the Beast12 oz.,568,0.09,,411,Belgian Pale Ale,12,New England Brewing Company,Woodbridge, CT,BLANK,,,,,,,,,,
668 Neighbor of the Beast (16 oz.) (2010),43,0.09,,411,Belgian Pale Ale,16,New England Brewing Company,Woodbridge, CT,BLANK,,,,,,,,,,
Elm City Lager (2007),41,0.05,,411,American Pilsner,12,New England Brewing Company,Woodbridge, CT,BLANK,,,,,,,,,,
Atlantic Amber Ale (2007),40,0.05,,411,American Amber / Red Ale,12,New England Brewing Company,Woodbridge, CT,BLANK,,,,,,,,,,
Sea Hag IPA (Current),39,0.062,,411,American IPA,12,New England Brewing Company,Woodbridge, CT,BLANK,,,,,,,,,,
Rebirth Pale Ale,2272,0.05,,175,American Pale Ale (APA),12,New Orleans Lager & Ale Brewing ...,New Orleans, LA,BLANK,,,,,,,,,,
Irish Channel Stout,1582,0.068,,175,American Stout,16,New Orleans Lager & Ale Brewing ...,New Orleans, LA,BLANK,,,,,,,,,,
MechaHopzilla,1114,0.088,,175,American Double / Imperial IPA,16,New Orleans Lager & Ale Brewing ...,New Orleans, LA,BLANK,,,,,,,,,,
Hopitoulas IPA,486,0.065,,175,American IPA,16,New Orleans Lager & Ale Brewing ...,New Orleans, LA,BLANK,,,,,,,,,,
NOLA Brown Ale,485,0.039,,175,English Dark Mild Ale,12,New Orleans Lager & Ale Brewing ...,New Orleans, LA,BLANK,,,,,,,,,,
NOLA Blonde Ale,484,0.049,,175,American Blonde Ale,12,New Orleans Lager & Ale Brewing ...,New Orleans, LA,BLANK,,,,,,,,,,
Skylight,2043,0.056,20,242,Dunkelweizen,12,New Republic Brewing Company,College Station, TX,DATA,,,,,,,,,,
Kadigan,2042,0.056,30,242,American Blonde Ale,12,New Republic Brewing Company,College Station, TX,DATA,,,,,,,,,,
Dammit Jim!,2041,0.052,50,242,American Amber / Red Ale,12,New Republic Brewing Company,College Station, TX,DATA,,,,,,,,,,
Nut Brown Ale,646,0.054,,519,English Brown Ale,12,New South Brewing Company,Myrtle Beach, SC,BLANK,,,,,,,,,,
White Ale,165,0.046,,519,Witbier,12,New South Brewing Company,Myrtle Beach, SC,BLANK,,,,,,,,,,
Cream Ale,2050,0.042,35,239,Cream Ale,12,Newburgh Brewing Company,Newburgh, NY,DATA,,,,,,,,,,
Green Head IPA,915,0.072,,496,American IPA,12,Newburyport Brewing Company,Newburyport, MA,BLANK,,,,,,,,,,
Plum Island Belgian White,914,0.054,,496,Witbier,12,Newburyport Brewing Company,Newburyport, MA,BLANK,,,,,,,,,,
Newburyport Pale Ale,913,0.055,,496,American Pale Ale (APA),12,Newburyport Brewing Company,Newburyport, MA,BLANK,,,,,,,,,,
Marblehead,1811,0.055,,306,American Amber / Red Ale,16,Night Shift Brewing,Everett, MA,BLANK,,,,,,,,,,
Jam Session,1622,0.051,31,360,American Pale Ale (APA),16,NoDa Brewing Company,Charlotte, NC,DATA,,,,,,,,,,
Hop Drop 'N Roll IPA,1621,0.072,80,360,American IPA,16,NoDa Brewing Company,Charlotte, NC,DATA,,,,,,,,,,
Paleo IPA,1307,0.06,,432,English India Pale Ale (IPA),12,North Country Brewing Company,Slippery Rock, PA,BLANK,,,,,,,,,,
Buck Snort Stout,1306,0.061,,432,American Stout,12,North Country Brewing Company,Slippery Rock, PA,BLANK,,,,,,,,,,
Station 33 Firehouse Red,1305,0.055,,432,Irish Red Ale,12,North Country Brewing Company,Slippery Rock, PA,BLANK,,,,,,,,,,
Slimy Pebble Pils,1304,0.045,,432,German Pilsener,12,North Country Brewing Company,Slippery Rock, PA,BLANK,,,,,,,,,,
Blue Boots IPA,1854,0.069,,294,American IPA,16,Northampton Brewery,Northamtpon, MA,BLANK,,,,,,,,,,
Wall's End,2690,0.048,19,1,English Brown Ale,16,NorthGate Brewing ,Minneapolis, MN,DATA,,,,,,,,,,
Stronghold,2688,0.06,25,1,American Porter,16,NorthGate Brewing ,Minneapolis, MN,DATA,,,,,,,,,,
Maggie's Leap,2691,0.049,26,1,Milk / Sweet Stout,16,NorthGate Brewing ,Minneapolis, MN,DATA,,,,,,,,,,
Pumpion,2689,0.06,38,1,Pumpkin Ale,16,NorthGate Brewing ,Minneapolis, MN,DATA,,,,,,,,,,
Parapet ESB,2687,0.056,47,1,Extra Special / Strong Bitter (ESB),16,NorthGate Brewing ,Minneapolis, MN,DATA,,,,,,,,,,
Get Together,2692,0.045,50,1,American IPA,16,NorthGate Brewing ,Minneapolis, MN,DATA,,,,,,,,,,
Three Skulls Ale Pale Ale,1226,0.063,42,451,American Pale Ale (APA),16,Northwest Brewing Company,Pacific, WA,DATA,,,,,,,,,,
Hoppy Bitch IPA,1227,0.063,,451,American IPA,16,Northwest Brewing Company,Pacific, WA,BLANK,,,,,,,,,,
Walter's Premium Pilsener Beer,541,0.045,,530,German Pilsener,12,Northwoods Brewpub,Eau Claire, WI,BLANK,,,,,,,,,,
Floppin' Crappie,109,0.045,,530,American Pale Wheat Ale,12,Northwoods Brewpub,Eau Claire, WI,BLANK,,,,,,,,,,
Left of the Dial IPA,1917,0.043,,272,American IPA,12,Notch Brewing Company,Ipswich, MA,BLANK,,,,,,,,,,
Notch Session Pils,1190,0.04,,272,Czech Pilsener,12,Notch Brewing Company,Ipswich, MA,BLANK,,,,,,,,,,
O'Fallon Wheach,128,0.051,7,443,Fruit / Vegetable Beer,12,O'Fallon Brewery,O'Fallon, MO,DATA,,,,,,,,,,
5 Day IPA,1258,0.061,66,443,American IPA,12,O'Fallon Brewery,O'Fallon, MO,DATA,,,,,,,,,,
O'Fallon Pumpkin Beer,1264,0.055,,443,Pumpkin Ale,12,O'Fallon Brewery,O'Fallon, MO,BLANK,,,,,,,,,,
Oakshire Amber Ale,1669,0.054,24,151,American Amber / Red Ale,12,Oakshire Brewing,Eugene, OR,DATA,,,,,,,,,,
Overcast Espresso Stout,1668,0.058,27,151,American Stout,12,Oakshire Brewing,Eugene, OR,DATA,,,,,,,,,,
Watershed IPA,2331,0.067,70,151,American IPA,12,Oakshire Brewing,Eugene, OR,DATA,,,,,,,,,,
Watershed IPA (2013),999,0.067,70,151,American IPA,12,Oakshire Brewing,Eugene, OR,DATA,,,,,,,,,,
Lake Monster,2247,0.082,25,185,Baltic Porter,16,Oasis Texas Brewing Company,Austin, TX,DATA,,,,,,,,,,
London Homesick Ale,2071,0.049,27,185,English Bitter,12,Oasis Texas Brewing Company,Austin, TX,DATA,,,,,,,,,,
Luchesa Lager,2070,0.048,35,185,Keller Bier / Zwickel Bier,12,Oasis Texas Brewing Company,Austin, TX,DATA,,,,,,,,,,
Slow Ride,2069,0.048,35,185,American Pale Ale (APA),12,Oasis Texas Brewing Company,Austin, TX,DATA,,,,,,,,,,
Occidental Hefeweizen,2192,0.047,,201,American Pale Wheat Ale,16,Occidental Brewing Company,Portland, OR,BLANK,,,,,,,,,,
Occidental Dunkel,1130,0.051,,201,Dunkelweizen,16,Occidental Brewing Company,Portland, OR,BLANK,,,,,,,,,,
Occidental Altbier,1129,0.05,,201,Altbier,16,Occidental Brewing Company,Portland, OR,BLANK,,,,,,,,,,
Occidental Kölsch,1081,0.045,,201,Kölsch,16,Occidental Brewing Company,Portland, OR,BLANK,,,,,,,,,,
Clan Warrior,2334,0.087,29,149,Scotch Ale / Wee Heavy,12,Odyssey Beerwerks,Arvada, CO,DATA,,,,,,,,,,
Psycho Penguin Vanilla Porter,2333,0.054,36,149,American Porter,12,Odyssey Beerwerks,Arvada, CO,DATA,,,,,,,,,,
Perpetual Darkness,2335,0.092,72,149,Belgian Strong Dark Ale,12,Odyssey Beerwerks,Arvada, CO,DATA,,,,,,,,,,
Heliocentric Hefeweizen,1721,0.047,,149,Hefeweizen,12,Odyssey Beerwerks,Arvada, CO,BLANK,,,,,,,,,,
Ghose Drifter Pale Ale,1720,0.051,,149,American Pale Ale (APA),12,Odyssey Beerwerks,Arvada, CO,BLANK,,,,,,,,,,
Ghost Rider Pale Ale (2013),1431,0.051,,149,American Pale Ale (APA),12,Odyssey Beerwerks,Arvada, CO,BLANK,,,,,,,,,,
Helios Hefeweizen (2013),1430,0.047,,149,Hefeweizen,12,Odyssey Beerwerks,Arvada, CO,BLANK,,,,,,,,,,
The Hole in Hadrian's Wall,1059,0.095,19,472,Scottish Ale,16,Okoboji Brewing Company,Spirit Lake, IA,DATA,,,,,,,,,,
Boji Beach Golden Rye Ale,600,0.05,23,472,Rye Beer,16,Okoboji Brewing Company,Spirit Lake, IA,DATA,,,,,,,,,,
33 Select Brown Ale,1058,0.065,26,472,American Brown Ale,16,Okoboji Brewing Company,Spirit Lake, IA,DATA,,,,,,,,,,
Winter Games Select #32 Stout,601,0.057,26,472,American Stout,16,Okoboji Brewing Company,Spirit Lake, IA,DATA,,,,,,,,,,
Midwest Charm Farmhouse Ale,603,0.06,29,472,Saison / Farmhouse Ale,16,Okoboji Brewing Company,Spirit Lake, IA,DATA,,,,,,,,,,
Boji Blue Pale Ale,602,0.05,45,472,American Pale Ale (APA),16,Okoboji Brewing Company,Spirit Lake, IA,DATA,,,,,,,,,,
Old Forge Pumpkin Ale,1394,0.046,20,302,Pumpkin Ale,16,Old Forge Brewing Company,Danville, PA,DATA,,,,,,,,,,
Falling Down Brown Ale,1487,0.065,65,302,American Brown Ale,16,Old Forge Brewing Company,Danville, PA,DATA,,,,,,,,,,
Hopsmith Pale Lager,1828,0.06,,302,American Pale Lager,16,Old Forge Brewing Company,Danville, PA,BLANK,,,,,,,,,,
Resolution Rye Stout,1486,0.068,,302,American Stout,16,Old Forge Brewing Company,Danville, PA,BLANK,,,,,,,,,,
Plowshare Porter,1485,0.055,,302,American Porter,16,Old Forge Brewing Company,Danville, PA,BLANK,,,,,,,,,,
Endless Sun Ale,1381,0.045,,302,American Pale Wheat Ale,16,Old Forge Brewing Company,Danville, PA,BLANK,,,,,,,,,,
Celestial Blonde Ale,900,0.065,,302,American Blonde Ale,16,Old Forge Brewing Company,Danville, PA,BLANK,,,,,,,,,,
Overbite IPA,891,0.075,,302,American IPA,16,Old Forge Brewing Company,Danville, PA,BLANK,,,,,,,,,,
T-Rail Pale Ale,509,0.055,,302,American Pale Ale (APA),16,Old Forge Brewing Company,Danville, PA,BLANK,,,,,,,,,,
Endless Summer Ale (2011),508,0.048,,302,American Pale Wheat Ale,16,Old Forge Brewing Company,Danville, PA,BLANK,,,,,,,,,,
Clem's Gold,1530,0.053,,391,American Pale Lager,16,Orlison Brewing Company,Airway Heights, WA,BLANK,,,,,,,,,,
Lizzy's Red,1529,0.055,,391,American Amber / Red Lager,16,Orlison Brewing Company,Airway Heights, WA,BLANK,,,,,,,,,,
Orlison India Pale Lager,1528,0.067,,391,American Pale Lager,16,Orlison Brewing Company,Airway Heights, WA,BLANK,,,,,,,,,,
Brünette,1527,0.042,,391,Euro Dark Lager,16,Orlison Brewing Company,Airway Heights, WA,BLANK,,,,,,,,,,
Havanüther,1526,0.041,,391,Light Lager,16,Orlison Brewing Company,Airway Heights, WA,BLANK,,,,,,,,,,
Lyric Ale,2113,0.065,,217,Saison / Farmhouse Ale,12,Orpheus Brewing,Atlanta, GA,BLANK,,,,,,,,,,
Atalanta,2112,0.053,,217,Saison / Farmhouse Ale,12,Orpheus Brewing,Atlanta, GA,BLANK,,,,,,,,,,
Pinner Throwback IPA,2302,0.049,35,167,American IPA,12,Oskar Blues Brewery,Longmont, CO,DATA,,,,,,,,,,
Mama's Little Yella Pils,1167,0.053,35,167,Czech Pilsener,19.2,Oskar Blues Brewery,Longmont, CO,DATA,,,,,,,,,,
Mama's Little Yella Pils,7,0.053,35,167,Czech Pilsener,12,Oskar Blues Brewery,Longmont, CO,DATA,,,,,,,,,,
Old Chub,5,0.08,35,167,Scottish Ale,12,Oskar Blues Brewery,Longmont, CO,DATA,,,,,,,,,,
Old Chub (2008),787,0.08,35,504,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO,DATA,,,,,,,,,,
Old Chub (2004),786,0.08,35,504,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO,DATA,,,,,,,,,,
Old Chub (2003),785,0.08,35,504,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO,DATA,,,,,,,,,,
One Hit Wonder,391,0.09,60,167,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO,DATA,,,,,,,,,,
Gordon Beer (2006),733,0.087,60,504,American Double / Imperial IPA,12,Oskar Blues Brewery,Lyons, CO,DATA,,,,,,,,,,
Dale's Pale Ale,1444,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO,DATA,,,,,,,,,,
Dale's Pale Ale,1252,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO,DATA,,,,,,,,,,
Dale's Pale Ale,955,0.065,65,167,American Pale Ale (APA),19.2,Oskar Blues Brewery,Longmont, CO,DATA,,,,,,,,,,
Dale's Pale Ale (10 Year Anniversary),892,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO,DATA,,,,,,,,,,
Dale's Pale Ale (2012),828,0.065,65,167,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO,DATA,,,,,,,,,,
